SENSE daab 1 26-04-2019 03:34:19.873 T: 29.01599884033203 [C]; A:[0, 0, 0]; H: 72.45306396484375
SENSE daac 455 26-04-2019 03:42:23.117 T: 29.88959884643554 [C]; A:[-26, -14, 192]; H: 70.10321044921875
SENSE daac 455 26-04-2019 03:42:23.117 T: 29.88959884643554 [C]; A:[-26, -14, 192]; H: 70.10321044921875
SENSE daaa 633 26-04-2019 03:42:23.502 T: 28.51679992675781 [C]; A:[112, 76, 208]; H: 71.29339599609375
SENSE daab 633 26-04-2019 03:42:23.702 T: 29.51519966125488 [C]; A:[84, 0, 220]; H: 71.21710205078125
SENSE daaa 634 26-04-2019 03:42:23.900 T: 28.57919883728027 [C]; A:[114, 70, 212]; H: 71.29339599609375
SENSE daac 456 26-04-2019 03:42:23.697 T: 29.88959884643554 [C]; A:[-36, -6, 198]; H: 70.10321044921875
SENSE daab 634 26-04-2019 03:42:24.100 T: 29.51519966125488 [C]; A:[86, 0, 222]; H: 71.21710205078125
SENSE daaa 635 26-04-2019 03:42:24.303 T: 28.57919883728027 [C]; A:[116, 78, 206]; H: 71.29339599609375
SENSE daac 457 26-04-2019 03:42:24.257 T: 29.88959884643554 [C]; A:[-30, -6, 198]; H: 70.10321044921875
SENSE daab 635 26-04-2019 03:42:24.498 T: 29.51519966125488 [C]; A:[88, 0, 218]; H: 71.21710205078125
SENSE daaa 636 26-04-2019 03:42:24.701 T: 28.57919883728027 [C]; A:[118, 74, 210]; H: 71.29339599609375
SENSE daab 636 26-04-2019 03:42:24.896 T: 29.57759857177734 [C]; A:[86, 0, 218]; H: 71.21710205078125
SENSE daaa 637 26-04-2019 03:42:25.099 T: 28.57919883728027 [C]; A:[118, 74, 214]; H: 71.29339599609375
SENSE daac 459 26-04-2019 03:42:25.357 T: 29.82719993591308 [C]; A:[-28, -10, 206]; H: 70.10321044921875
SENSE daab 638 26-04-2019 03:42:25.652 T: 29.57759857177734 [C]; A:[84, 0, 220]; H: 71.21710205078125
SENSE daaa 639 26-04-2019 03:42:25.876 T: 28.57919883728027 [C]; A:[118, 72, 208]; H: 71.29339599609375
SENSE daab 639 26-04-2019 03:42:26.050 T: 29.51519966125488 [C]; A:[86, -6, 220]; H: 71.21710205078125
SENSE daac 460 26-04-2019 03:42:25.917 T: 29.88959884643554 [C]; A:[-32, -12, 200]; H: 70.13372802734375
SENSE daaa 640 26-04-2019 03:42:26.279 T: 28.57919883728027 [C]; A:[120, 72, 212]; H: 71.29339599609375
SENSE daab 640 26-04-2019 03:42:26.459 T: 29.51519966125488 [C]; A:[86, 0, 220]; H: 71.21710205078125
SENSE daaa 641 26-04-2019 03:42:26.682 T: 28.57919883728027 [C]; A:[114, 76, 210]; H: 71.29339599609375
SENSE daac 461 26-04-2019 03:42:26.477 T: 29.88959884643554 [C]; A:[-28, -8, 198]; H: 70.13372802734375
SENSE daab 641 26-04-2019 03:42:26.856 T: 29.51519966125488 [C]; A:[88, 0, 218]; H: 71.21710205078125
SENSE daaa 642 26-04-2019 03:42:27.080 T: 28.57919883728027 [C]; A:[116, 76, 210]; H: 71.29339599609375
SENSE daac 462 26-04-2019 03:42:27.037 T: 29.88959884643554 [C]; A:[-32, -8, 202]; H: 70.13372802734375
SENSE daab 642 26-04-2019 03:42:27.254 T: 29.51519966125488 [C]; A:[88, 0, 218]; H: 71.21710205078125
SENSE daaa 643 26-04-2019 03:42:27.478 T: 28.57919883728027 [C]; A:[118, 70, 208]; H: 71.29339599609375
SENSE daaa 644 26-04-2019 03:42:27.876 T: 28.57919883728027 [C]; A:[118, 74, 210]; H: 71.2705078125
SENSE daaa 645 26-04-2019 03:42:28.279 T: 28.57919883728027 [C]; A:[118, 74, 208]; H: 71.2705078125
SENSE daac 464 26-04-2019 03:42:28.152 T: 29.82719993591308 [C]; A:[-32, -8, 200]; H: 70.13372802734375
SENSE daab 645 26-04-2019 03:42:28.394 T: 29.51519966125488 [C]; A:[82, 0, 220]; H: 71.21710205078125
SENSE daaa 646 26-04-2019 03:42:28.682 T: 28.57919883728027 [C]; A:[118, 74, 212]; H: 71.2705078125
SENSE daab 646 26-04-2019 03:42:28.802 T: 29.51519966125488 [C]; A:[82, 0, 216]; H: 71.24761962890625
SENSE daac 465 26-04-2019 03:42:28.722 T: 29.88959884643554 [C]; A:[-32, -14, 196]; H: 70.10321044921875
SENSE daaa 647 26-04-2019 03:42:29.086 T: 28.57919883728027 [C]; A:[114, 72, 210]; H: 71.2705078125
SENSE daab 647 26-04-2019 03:42:29.225 T: 29.51519966125488 [C]; A:[84, 0, 224]; H: 71.24761962890625
SENSE daac 466 26-04-2019 03:42:29.282 T: 29.82719993591308 [C]; A:[-30, -12, 206]; H: 70.10321044921875
SENSE daab 648 26-04-2019 03:42:29.623 T: 29.51519966125488 [C]; A:[86, 0, 214]; H: 71.24761962890625
SENSE daac 467 26-04-2019 03:42:29.842 T: 29.88959884643554 [C]; A:[-28, -10, 200]; H: 70.10321044921875
SENSE daaa 650 26-04-2019 03:42:30.205 T: 28.57919883728027 [C]; A:[120, 72, 206]; H: 71.239990234375
SENSE daab 650 26-04-2019 03:42:30.389 T: 29.51519966125488 [C]; A:[86, -6, 220]; H: 71.24761962890625
SENSE daaa 651 26-04-2019 03:42:30.603 T: 28.51679992675781 [C]; A:[118, 74, 214]; H: 71.239990234375
SENSE daac 468 26-04-2019 03:42:30.417 T: 29.88959884643554 [C]; A:[-30, -4, 192]; H: 70.10321044921875
SENSE daab 651 26-04-2019 03:42:30.787 T: 29.51519966125488 [C]; A:[86, 0, 220]; H: 71.24761962890625
SENSE daaa 652 26-04-2019 03:42:31.007 T: 28.51679992675781 [C]; A:[120, 76, 206]; H: 71.239990234375
SENSE daac 469 26-04-2019 03:42:30.977 T: 29.82719993591308 [C]; A:[-34, -10, 204]; H: 70.10321044921875
SENSE daaa 653 26-04-2019 03:42:31.405 T: 28.57919883728027 [C]; A:[114, 76, 212]; H: 71.239990234375
SENSE daab 653 26-04-2019 03:42:31.568 T: 29.51519966125488 [C]; A:[92, 0, 228]; H: 71.24761962890625
SENSE daac 470 26-04-2019 03:42:31.537 T: 29.88959884643554 [C]; A:[-34, -8, 194]; H: 70.10321044921875
SENSE daaa 654 26-04-2019 03:42:31.808 T: 28.57919883728027 [C]; A:[114, 74, 214]; H: 71.239990234375
SENSE daaa 655 26-04-2019 03:42:32.211 T: 28.57919883728027 [C]; A:[120, 74, 206]; H: 71.18658447265625
SENSE daab 655 26-04-2019 03:42:32.364 T: 29.51519966125488 [C]; A:[84, 0, 222]; H: 71.24761962890625
SENSE daaa 656 26-04-2019 03:42:32.614 T: 28.57919883728027 [C]; A:[122, 72, 210]; H: 71.18658447265625
SENSE daab 656 26-04-2019 03:42:32.762 T: 29.51519966125488 [C]; A:[86, 0, 218]; H: 71.24761962890625
SENSE daaa 657 26-04-2019 03:42:33.012 T: 28.57919883728027 [C]; A:[118, 76, 216]; H: 71.18658447265625
SENSE daab 657 26-04-2019 03:42:33.160 T: 29.51519966125488 [C]; A:[84, 0, 218]; H: 71.24761962890625
SENSE daab 658 26-04-2019 03:42:33.558 T: 29.57759857177734 [C]; A:[84, 0, 218]; H: 71.24761962890625
SENSE daaa 659 26-04-2019 03:42:33.778 T: 28.57919883728027 [C]; A:[114, 74, 212]; H: 71.18658447265625
SENSE daab 659 26-04-2019 03:42:33.956 T: 29.51519966125488 [C]; A:[84, 0, 222]; H: 71.24761962890625
SENSE daaa 660 26-04-2019 03:42:34.181 T: 28.57919883728027 [C]; A:[114, 74, 208]; H: 71.18658447265625
SENSE daab 660 26-04-2019 03:42:34.369 T: 29.51519966125488 [C]; A:[86, 0, 216]; H: 71.24761962890625
SENSE daac 475 26-04-2019 03:42:34.227 T: 29.88959884643554 [C]; A:[-30, -6, 196]; H: 70.10321044921875
SENSE daaa 661 26-04-2019 03:42:34.579 T: 28.64159965515136 [C]; A:[120, 74, 208]; H: 71.18658447265625
SENSE daab 661 26-04-2019 03:42:34.767 T: 29.51519966125488 [C]; A:[82, 0, 222]; H: 71.24761962890625
SENSE daaa 662 26-04-2019 03:42:34.982 T: 28.57919883728027 [C]; A:[114, 76, 208]; H: 71.15606689453125
SENSE daac 476 26-04-2019 03:42:34.787 T: 29.88959884643554 [C]; A:[-28, -10, 202]; H: 70.10321044921875
SENSE daab 662 26-04-2019 03:42:35.165 T: 29.51519966125488 [C]; A:[88, -4, 216]; H: 71.24761962890625
SENSE daaa 663 26-04-2019 03:42:35.386 T: 28.57919883728027 [C]; A:[116, 76, 210]; H: 71.15606689453125
SENSE daac 477 26-04-2019 03:42:35.357 T: 29.88959884643554 [C]; A:[-36, -10, 196]; H: 70.10321044921875
SENSE daab 663 26-04-2019 03:42:35.563 T: 29.51519966125488 [C]; A:[86, 2, 220]; H: 71.24761962890625
SENSE daaa 664 26-04-2019 03:42:35.789 T: 28.57919883728027 [C]; A:[116, 76, 208]; H: 71.15606689453125
SENSE daaa 665 26-04-2019 03:42:36.192 T: 28.57919883728027 [C]; A:[116, 74, 210]; H: 71.15606689453125
SENSE daab 665 26-04-2019 03:42:36.319 T: 29.51519966125488 [C]; A:[86, 0, 222]; H: 71.24761962890625
SENSE daaa 666 26-04-2019 03:42:36.600 T: 28.57919883728027 [C]; A:[114, 72, 210]; H: 71.15606689453125
SENSE daab 666 26-04-2019 03:42:36.728 T: 29.51519966125488 [C]; A:[86, 0, 218]; H: 71.24761962890625
SENSE daab 667 26-04-2019 03:42:37.130 T: 29.51519966125488 [C]; A:[86, -6, 220]; H: 71.27813720703125
SENSE daac 480 26-04-2019 03:42:36.967 T: 29.82719993591308 [C]; A:[-30, -14, 196]; H: 70.10321044921875
SENSE daaa 668 26-04-2019 03:42:37.371 T: 28.57919883728027 [C]; A:[120, 72, 210]; H: 71.15606689453125
SENSE daab 668 26-04-2019 03:42:37.548 T: 29.51519966125488 [C]; A:[86, 0, 218]; H: 71.27813720703125
SENSE daab 669 26-04-2019 03:42:37.946 T: 29.51519966125488 [C]; A:[82, 0, 218]; H: 71.27813720703125
SENSE daaa 670 26-04-2019 03:42:38.132 T: 28.57919883728027 [C]; A:[118, 76, 214]; H: 71.15606689453125
SENSE daac 482 26-04-2019 03:42:38.032 T: 29.88959884643554 [C]; A:[-36, -8, 198]; H: 70.13372802734375
SENSE daab 670 26-04-2019 03:42:38.344 T: 29.51519966125488 [C]; A:[86, 0, 218]; H: 71.27813720703125
SENSE daaa 671 26-04-2019 03:42:38.530 T: 28.57919883728027 [C]; A:[116, 76, 210]; H: 71.15606689453125
SENSE daac 483 26-04-2019 03:42:38.602 T: 29.88959884643554 [C]; A:[-30, -12, 200]; H: 70.10321044921875
SENSE daaa 672 26-04-2019 03:42:38.934 T: 28.57919883728027 [C]; A:[116, 76, 212]; H: 71.15606689453125
SENSE daaa 673 26-04-2019 03:42:39.337 T: 28.57919883728027 [C]; A:[118, 74, 214]; H: 71.18658447265625
SENSE daac 484 26-04-2019 03:42:39.162 T: 29.88959884643554 [C]; A:[-32, -10, 198]; H: 70.10321044921875
SENSE daab 673 26-04-2019 03:42:39.479 T: 29.51519966125488 [C]; A:[88, 0, 218]; H: 71.27813720703125
SENSE daaa 674 26-04-2019 03:42:39.740 T: 28.51679992675781 [C]; A:[120, 70, 208]; H: 71.18658447265625
SENSE daab 674 26-04-2019 03:42:39.882 T: 29.51519966125488 [C]; A:[84, 0, 220]; H: 71.27813720703125
SENSE daac 485 26-04-2019 03:42:39.721 T: 29.88959884643554 [C]; A:[-36, -14, 202]; H: 70.13372802734375
SENSE daaa 675 26-04-2019 03:42:40.138 T: 28.57919883728027 [C]; A:[120, 72, 212]; H: 71.18658447265625
SENSE daaa 676 26-04-2019 03:42:40.536 T: 28.57919883728027 [C]; A:[122, 70, 210]; H: 71.18658447265625
SENSE daac 486 26-04-2019 03:42:40.281 T: 29.88959884643554 [C]; A:[-32, -8, 202]; H: 70.13372802734375
SENSE daab 676 26-04-2019 03:42:40.663 T: 29.51519966125488 [C]; A:[82, 0, 220]; H: 71.24761962890625
SENSE daac 487 26-04-2019 03:42:40.846 T: 29.88959884643554 [C]; A:[-32, -8, 198]; H: 70.13372802734375
SENSE daab 677 26-04-2019 03:42:41.061 T: 29.51519966125488 [C]; A:[88, -6, 222]; H: 71.27813720703125
SENSE daaa 678 26-04-2019 03:42:41.312 T: 28.57919883728027 [C]; A:[118, 72, 210]; H: 71.239990234375
SENSE daab 678 26-04-2019 03:42:41.474 T: 29.51519966125488 [C]; A:[84, 0, 220]; H: 71.27813720703125
SENSE daaa 679 26-04-2019 03:42:41.720 T: 28.57919883728027 [C]; A:[114, 74, 216]; H: 71.239990234375
SENSE daab 680 26-04-2019 03:42:42.280 T: 29.51519966125488 [C]; A:[82, 0, 242]; H: 71.24761962890625
SENSE daaa 681 26-04-2019 03:42:42.482 T: 28.57919883728027 [C]; A:[122, 76, 208]; H: 71.239990234375
SENSE daab 681 26-04-2019 03:42:42.688 T: 29.51519966125488 [C]; A:[90, -8, 218]; H: 71.24761962890625
SENSE daac 490 26-04-2019 03:42:42.491 T: 29.88959884643554 [C]; A:[-32, -10, 200]; H: 70.13372802734375
SENSE daaa 682 26-04-2019 03:42:42.885 T: 28.57919883728027 [C]; A:[120, 70, 210]; H: 71.239990234375
SENSE daab 682 26-04-2019 03:42:43.091 T: 29.51519966125488 [C]; A:[84, 0, 236]; H: 71.24761962890625
SENSE daaa 683 26-04-2019 03:42:43.283 T: 28.57919883728027 [C]; A:[118, 74, 214]; H: 71.239990234375
SENSE daac 491 26-04-2019 03:42:43.066 T: 29.88959884643554 [C]; A:[-30, -12, 196]; H: 70.13372802734375
SENSE daab 683 26-04-2019 03:42:43.514 T: 29.51519966125488 [C]; A:[88, 0, 218]; H: 71.24761962890625
SENSE daaa 684 26-04-2019 03:42:43.681 T: 28.57919883728027 [C]; A:[120, 72, 212]; H: 71.2705078125
SENSE daab 684 26-04-2019 03:42:43.926 T: 29.51519966125488 [C]; A:[86, 0, 216]; H: 71.24761962890625
SENSE daaa 685 26-04-2019 03:42:44.084 T: 28.57919883728027 [C]; A:[120, 76, 208]; H: 71.2705078125
SENSE daac 493 26-04-2019 03:42:44.156 T: 29.88959884643554 [C]; A:[-30, -12, 200]; H: 70.13372802734375
SENSE daaa 686 26-04-2019 03:42:44.482 T: 28.57919883728027 [C]; A:[116, 74, 200]; H: 71.2705078125
SENSE daab 686 26-04-2019 03:42:44.693 T: 29.51519966125488 [C]; A:[88, 0, 220]; H: 71.24761962890625
SENSE daaa 687 26-04-2019 03:42:44.880 T: 28.57919883728027 [C]; A:[118, 74, 206]; H: 71.2705078125
SENSE daab 687 26-04-2019 03:42:45.096 T: 29.51519966125488 [C]; A:[86, 0, 216]; H: 71.24761962890625
SENSE daaa 688 26-04-2019 03:42:45.278 T: 28.57919883728027 [C]; A:[116, 76, 210]; H: 71.2705078125
SENSE daab 688 26-04-2019 03:42:45.499 T: 29.51519966125488 [C]; A:[84, 0, 218]; H: 71.24761962890625
SENSE daaa 689 26-04-2019 03:42:45.682 T: 28.57919883728027 [C]; A:[118, 74, 214]; H: 71.2705078125
SENSE daab 689 26-04-2019 03:42:45.912 T: 29.51519966125488 [C]; A:[88, 0, 218]; H: 71.24761962890625
SENSE daac 496 26-04-2019 03:42:45.786 T: 29.88959884643554 [C]; A:[-32, -8, 198]; H: 70.1566162109375
SENSE daaa 690 26-04-2019 03:42:46.085 T: 28.57919883728027 [C]; A:[116, 72, 212]; H: 71.2705078125
SENSE daab 690 26-04-2019 03:42:46.315 T: 29.51519966125488 [C]; A:[86, 0, 214]; H: 71.24761962890625
SENSE daaa 691 26-04-2019 03:42:46.488 T: 28.57919883728027 [C]; A:[116, 78, 202]; H: 71.2705078125
SENSE daac 497 26-04-2019 03:42:46.346 T: 29.82719993591308 [C]; A:[-36, -6, 200]; H: 70.1566162109375
SENSE daab 691 26-04-2019 03:42:46.717 T: 29.51519966125488 [C]; A:[88, 0, 212]; H: 71.24761962890625
SENSE daaa 692 26-04-2019 03:42:46.896 T: 28.57919883728027 [C]; A:[120, 74, 212]; H: 71.2705078125
SENSE daac 498 26-04-2019 03:42:46.941 T: 29.88959884643554 [C]; A:[-30, -16, 202]; H: 70.1871337890625
SENSE daaa 693 26-04-2019 03:42:47.294 T: 28.51679992675781 [C]; A:[120, 78, 208]; H: 71.2705078125
SENSE daab 693 26-04-2019 03:42:47.484 T: 29.51519966125488 [C]; A:[84, 0, 218]; H: 71.24761962890625
SENSE daaa 694 26-04-2019 03:42:47.692 T: 28.57919883728027 [C]; A:[118, 70, 212]; H: 71.2705078125
SENSE daaa 695 26-04-2019 03:42:48.090 T: 28.57919883728027 [C]; A:[114, 76, 212]; H: 71.2705078125
SENSE daaa 696 26-04-2019 03:42:48.503 T: 28.57919883728027 [C]; A:[116, 74, 212]; H: 71.239990234375
SENSE daab 696 26-04-2019 03:42:48.638 T: 29.51519966125488 [C]; A:[84, 0, 220]; H: 71.24761962890625
SENSE daac 501 26-04-2019 03:42:48.581 T: 29.88959884643554 [C]; A:[-32, -14, 200]; H: 70.1871337890625
SENSE daaa 697 26-04-2019 03:42:48.901 T: 28.57919883728027 [C]; A:[116, 72, 208]; H: 71.239990234375
SENSE daab 697 26-04-2019 03:42:49.036 T: 29.51519966125488 [C]; A:[88, 0, 216]; H: 71.27813720703125
SENSE daaa 698 26-04-2019 03:42:49.319 T: 28.57919883728027 [C]; A:[112, 72, 214]; H: 71.239990234375
SENSE daab 698 26-04-2019 03:42:49.434 T: 29.51519966125488 [C]; A:[90, 0, 222]; H: 71.24761962890625
SENSE daab 699 26-04-2019 03:42:49.832 T: 29.51519966125488 [C]; A:[88, 0, 222]; H: 71.27813720703125
SENSE daac 503 26-04-2019 03:42:49.666 T: 29.88959884643554 [C]; A:[-30, -10, 206]; H: 70.1871337890625
SENSE daaa 700 26-04-2019 03:42:50.086 T: 28.57919883728027 [C]; A:[118, 76, 212]; H: 71.239990234375
SENSE daab 700 26-04-2019 03:42:50.240 T: 29.51519966125488 [C]; A:[86, -4, 220]; H: 71.27813720703125
SENSE daaa 701 26-04-2019 03:42:50.489 T: 28.57919883728027 [C]; A:[120, 76, 210]; H: 71.239990234375
SENSE daab 701 26-04-2019 03:42:50.643 T: 29.51519966125488 [C]; A:[80, 0, 220]; H: 71.27813720703125
SENSE daac 505 26-04-2019 03:42:50.756 T: 29.88959884643554 [C]; A:[-32, -14, 198]; H: 70.1871337890625
SENSE daab 702 26-04-2019 03:42:51.046 T: 29.57759857177734 [C]; A:[82, -4, 218]; H: 71.27813720703125
SENSE daaa 703 26-04-2019 03:42:51.250 T: 28.57919883728027 [C]; A:[116, 72, 208]; H: 71.239990234375
SENSE daab 703 26-04-2019 03:42:51.444 T: 29.51519966125488 [C]; A:[86, 0, 220]; H: 71.27813720703125
SENSE daac 506 26-04-2019 03:42:51.326 T: 29.88959884643554 [C]; A:[-34, -6, 194]; H: 70.1871337890625
SENSE daab 704 26-04-2019 03:42:51.842 T: 29.51519966125488 [C]; A:[86, -4, 224]; H: 71.27813720703125
SENSE daac 507 26-04-2019 03:42:51.896 T: 29.88959884643554 [C]; A:[-34, -10, 198]; H: 70.1871337890625
SENSE daaa 706 26-04-2019 03:42:52.395 T: 28.57919883728027 [C]; A:[122, 72, 212]; H: 71.239990234375
SENSE daac 508 26-04-2019 03:42:52.456 T: 29.88959884643554 [C]; A:[-34, -12, 196]; H: 70.1566162109375
SENSE daaa 707 26-04-2019 03:42:52.798 T: 28.57919883728027 [C]; A:[116, 72, 202]; H: 71.239990234375
SENSE daab 707 26-04-2019 03:42:52.986 T: 29.51519966125488 [C]; A:[84, 0, 214]; H: 71.27813720703125
SENSE daac 509 26-04-2019 03:42:53.015 T: 29.88959884643554 [C]; A:[-32, -10, 198]; H: 70.1566162109375
SENSE daab 708 26-04-2019 03:42:53.384 T: 29.45279884338378 [C]; A:[84, 0, 220]; H: 71.27813720703125
SENSE daaa 709 26-04-2019 03:42:53.554 T: 28.57919883728027 [C]; A:[118, 74, 210]; H: 71.239990234375
SENSE daac 510 26-04-2019 03:42:53.575 T: 29.88959884643554 [C]; A:[-30, -12, 198]; H: 70.1566162109375
SENSE daab 709 26-04-2019 03:42:53.782 T: 29.51519966125488 [C]; A:[88, 0, 220]; H: 71.27813720703125
SENSE daaa 710 26-04-2019 03:42:53.952 T: 28.57919883728027 [C]; A:[116, 72, 210]; H: 71.239990234375
SENSE daab 710 26-04-2019 03:42:54.200 T: 29.51519966125488 [C]; A:[86, 0, 216]; H: 71.27813720703125
SENSE daac 511 26-04-2019 03:42:54.145 T: 29.88959884643554 [C]; A:[-28, -8, 200]; H: 70.1566162109375
SENSE daab 711 26-04-2019 03:42:54.608 T: 29.51519966125488 [C]; A:[80, 0, 220]; H: 71.27813720703125
SENSE daaa 712 26-04-2019 03:42:54.714 T: 28.51679992675781 [C]; A:[120, 74, 210]; H: 71.239990234375
SENSE daac 512 26-04-2019 03:42:54.716 T: 29.88959884643554 [C]; A:[-34, -10, 196]; H: 70.13372802734375
SENSE daab 712 26-04-2019 03:42:55.011 T: 29.51519966125488 [C]; A:[82, 0, 222]; H: 71.27813720703125
SENSE daaa 713 26-04-2019 03:42:55.117 T: 28.57919883728027 [C]; A:[122, 70, 210]; H: 71.239990234375
SENSE daaa 714 26-04-2019 03:42:55.515 T: 28.57919883728027 [C]; A:[118, 74, 208]; H: 71.239990234375
SENSE daac 513 26-04-2019 03:42:55.275 T: 29.88959884643554 [C]; A:[-32, -16, 200]; H: 70.13372802734375
SENSE daab 714 26-04-2019 03:42:55.787 T: 29.57759857177734 [C]; A:[88, 0, 216]; H: 71.27813720703125
SENSE daab 714 26-04-2019 03:42:55.787 T: 29.57759857177734 [C]; A:[88, 0, 216]; H: 71.27813720703125
SENSE daaa 715 26-04-2019 03:42:55.913 T: 28.51679992675781 [C]; A:[122, 72, 214]; H: 71.239990234375
SENSE daac 514 26-04-2019 03:42:55.840 T: 29.88959884643554 [C]; A:[-30, -10, 196]; H: 70.13372802734375
SENSE daab 715 26-04-2019 03:42:56.195 T: 29.51519966125488 [C]; A:[80, 0, 222]; H: 71.27813720703125
SENSE daaa 716 26-04-2019 03:42:56.311 T: 28.57919883728027 [C]; A:[116, 72, 212]; H: 71.239990234375
SENSE daaa 717 26-04-2019 03:42:56.709 T: 28.57919883728027 [C]; A:[118, 72, 206]; H: 71.239990234375
SENSE daaa 717 26-04-2019 03:42:56.709 T: 28.57919883728027 [C]; A:[118, 72, 206]; H: 71.239990234375
SENSE daab 717 26-04-2019 03:42:57.006 T: 29.45279884338378 [C]; A:[88, 0, 218]; H: 71.27813720703125
SENSE daaa 718 26-04-2019 03:42:57.132 T: 28.57919883728027 [C]; A:[120, 72, 212]; H: 71.239990234375
SENSE daab 718 26-04-2019 03:42:57.413 T: 29.51519966125488 [C]; A:[84, 0, 220]; H: 71.27813720703125
SENSE daaa 719 26-04-2019 03:42:57.546 T: 28.51679992675781 [C]; A:[114, 74, 210]; H: 71.239990234375
SENSE daaa 720 26-04-2019 03:42:57.944 T: 28.51679992675781 [C]; A:[114, 72, 202]; H: 71.239990234375
SENSE daab 720 26-04-2019 03:42:58.190 T: 29.51519966125488 [C]; A:[88, -8, 210]; H: 71.301025390625
SENSE daaa 721 26-04-2019 03:42:58.342 T: 28.51679992675781 [C]; A:[120, 70, 210]; H: 71.239990234375
SENSE daab 721 26-04-2019 03:42:58.617 T: 29.51519966125488 [C]; A:[86, 0, 222]; H: 71.301025390625
SENSE daaa 722 26-04-2019 03:42:58.740 T: 28.57919883728027 [C]; A:[118, 76, 214]; H: 71.239990234375
SENSE daac 519 26-04-2019 03:42:58.535 T: 29.95199966430664 [C]; A:[-32, -6, 200]; H: 70.13372802734375
SENSE daab 722 26-04-2019 03:42:59.015 T: 29.51519966125488 [C]; A:[88, 0, 246]; H: 71.301025390625
SENSE daaa 723 26-04-2019 03:42:59.138 T: 28.57919883728027 [C]; A:[120, 72, 212]; H: 71.239990234375
SENSE daac 520 26-04-2019 03:42:59.095 T: 29.88959884643554 [C]; A:[-36, -10, 198]; H: 70.13372802734375
SENSE daab 723 26-04-2019 03:42:59.418 T: 29.51519966125488 [C]; A:[86, 0, 220]; H: 71.301025390625
SENSE daaa 724 26-04-2019 03:42:59.536 T: 28.57919883728027 [C]; A:[116, 76, 208]; H: 71.239990234375
SENSE daac 521 26-04-2019 03:42:59.660 T: 29.88959884643554 [C]; A:[-32, -10, 234]; H: 70.13372802734375
SENSE daab 725 26-04-2019 03:43:00.170 T: 29.51519966125488 [C]; A:[88, 0, 218]; H: 71.301025390625
SENSE daab 726 26-04-2019 03:43:00.583 T: 29.51519966125488 [C]; A:[86, -4, 214]; H: 71.301025390625
SENSE daaa 727 26-04-2019 03:43:00.666 T: 28.57919883728027 [C]; A:[118, 70, 210]; H: 71.239990234375
SENSE daac 523 26-04-2019 03:43:00.755 T: 29.88959884643554 [C]; A:[-34, -8, 192]; H: 70.10321044921875
SENSE daab 727 26-04-2019 03:43:00.990 T: 29.51519966125488 [C]; A:[86, 0, 212]; H: 71.301025390625
SENSE daaa 728 26-04-2019 03:43:01.069 T: 28.57919883728027 [C]; A:[120, 72, 206]; H: 71.239990234375
SENSE daaa 729 26-04-2019 03:43:01.472 T: 28.57919883728027 [C]; A:[114, 70, 212]; H: 71.239990234375
SENSE daab 728 26-04-2019 03:43:01.393 T: 29.45279884338378 [C]; A:[86, 0, 216]; H: 71.301025390625
SENSE daac 524 26-04-2019 03:43:01.325 T: 29.88959884643554 [C]; A:[-32, -10, 198]; H: 70.10321044921875
SENSE daaa 730 26-04-2019 03:43:01.875 T: 28.57919883728027 [C]; A:[120, 70, 210]; H: 71.239990234375
SENSE daab 729 26-04-2019 03:43:01.826 T: 29.51519966125488 [C]; A:[78, 0, 220]; H: 71.301025390625
SENSE daac 525 26-04-2019 03:43:01.900 T: 29.88959884643554 [C]; A:[-28, -14, 194]; H: 70.10321044921875
SENSE daab 730 26-04-2019 03:43:02.184 T: 29.45279884338378 [C]; A:[82, 0, 224]; H: 71.301025390625
SENSE daaa 731 26-04-2019 03:43:02.273 T: 28.57919883728027 [C]; A:[116, 72, 208]; H: 71.239990234375
SENSE daab 731 26-04-2019 03:43:02.587 T: 29.51519966125488 [C]; A:[82, 2, 216]; H: 71.301025390625
SENSE daaa 732 26-04-2019 03:43:02.671 T: 28.57919883728027 [C]; A:[118, 74, 206]; H: 71.239990234375
SENSE daac 526 26-04-2019 03:43:02.460 T: 29.88959884643554 [C]; A:[-32, -8, 192]; H: 70.10321044921875
SENSE daab 732 26-04-2019 03:43:02.985 T: 29.51519966125488 [C]; A:[86, 2, 216]; H: 71.301025390625
SENSE daaa 733 26-04-2019 03:43:03.079 T: 28.57919883728027 [C]; A:[120, 74, 214]; H: 71.239990234375
